timestamp_utc	dataset	partition	run_id	status
2026-06-02T21:03:03Z	jiuyan__industry_list	snapshot	03018b94-d101-428a-aff6-6c8b577ecbfe	success
2026-06-02T21:03:10Z	eastmoney__income_sq	2009	c68c35f1-7579-42ab-b4e4-7fc7bc278b1a	success
2026-06-02T21:03:21Z	eastmoney__income_sq	2010	9a3f223b-0c9d-40c5-b918-01c122bd5030	success
2026-06-02T21:03:33Z	eastmoney__income_sq	2011	940c077f-3ab1-4abe-baff-f613b1f4d13a	success
2026-06-02T21:03:45Z	eastmoney__income_sq	2012	c1f1dbd8-4610-4856-9875-37ed363feece	success
2026-06-02T21:03:57Z	eastmoney__income_sq	2013	eac21cfe-6e22-4833-9836-e5f9538a4379	success
2026-06-02T21:04:09Z	eastmoney__income_sq	2014	5743be16-2cd4-4f43-96d1-bd1376752012	success
2026-06-02T21:04:21Z	eastmoney__income_sq	2015	5ba4b5c1-72e6-45bf-8c13-707549b633a3	success
2026-06-02T21:04:33Z	eastmoney__income_sq	2016	bf43b224-2aa0-42a6-b069-75da09619a67	success
2026-06-02T21:04:44Z	eastmoney__income_sq	2017	843b4113-a0e2-4150-b68d-8a0885436400	success
2026-06-02T21:04:56Z	eastmoney__income_sq	2018	4fc3c403-b962-4d41-a430-c3c722bb8669	success
2026-06-02T21:05:08Z	eastmoney__income_sq	2019	31d1d8fe-7936-45d4-9643-cfebe3087c56	success
2026-06-02T21:05:20Z	eastmoney__income_sq	2020	0dd10aa8-6139-456d-9a6a-3f113aec4d19	success
2026-06-02T21:05:31Z	eastmoney__income_sq	2021	c16be9ee-7052-4e5d-a3c4-b9366e14d5fd	success
2026-06-02T21:05:43Z	eastmoney__income_sq	2022	8c945975-50c4-430b-9724-6b2a17746f34	success
2026-06-02T21:05:55Z	eastmoney__income_sq	2023	3cfd92f0-99fe-424c-981f-7f0872235bc7	success
2026-06-02T21:06:06Z	eastmoney__income_sq	2024	5326a881-836b-4fb1-8bf1-b65963cd5848	success
2026-06-02T21:06:18Z	eastmoney__income_sq	2025	735e7b5f-d020-4e69-9cf8-106d8f4fe742	success
2026-06-02T21:06:30Z	eastmoney__income_sq	2026	b09866e8-3f92-421d-9a6d-a233dc4d1a77	success
2026-06-02T21:06:41Z	eastmoney__income_ytd	1990	8856ecd6-0b4f-412c-98e1-0b3640013850	success
2026-06-02T21:06:52Z	eastmoney__income_ytd	1991	56dc6072-09e6-4da3-9339-ca673b477d63	success
2026-06-02T21:07:03Z	eastmoney__income_ytd	1992	43bd29c0-fcb5-427d-8755-54e017966699	success
2026-06-02T21:07:14Z	eastmoney__income_ytd	1993	c4155682-62f4-45a4-ab82-2485c4723931	success
2026-06-02T21:07:25Z	eastmoney__income_ytd	1994	fa10c816-5833-4ca4-a2e1-b67a45e9b05c	success
2026-06-02T21:07:36Z	eastmoney__income_ytd	1995	9af47dd6-2e4a-4b5d-869a-cfbcd580d63f	success
2026-06-02T21:07:48Z	eastmoney__income_ytd	1996	4fc546c6-66d9-4b44-bc6d-2e724d86ba1d	success
2026-06-02T21:07:59Z	eastmoney__income_ytd	1997	628f0f06-0d5a-4ce2-a505-14c0e03de5b1	success
2026-06-02T21:08:10Z	eastmoney__income_ytd	1998	39daaf6e-baa0-4544-8523-74c3252ceb72	success
2026-06-02T21:08:21Z	eastmoney__income_ytd	1999	06d9ea02-0208-44b3-956e-6643e1c74e5e	success
2026-06-02T21:08:32Z	eastmoney__income_ytd	2000	5d052108-ef09-4a27-bc96-5ac0479dd47d	success
2026-06-02T21:08:43Z	eastmoney__income_ytd	2001	80b102cc-6c7c-4f13-bddf-454eeecc6eb0	success
2026-06-02T21:08:54Z	eastmoney__income_ytd	2002	0f6cb3f0-60ba-492d-a315-cdd66f1d05de	success
2026-06-02T21:09:05Z	eastmoney__income_ytd	2003	de2f65ed-7957-4806-ace5-f4bff8e491e3	success
2026-06-02T21:09:16Z	eastmoney__income_ytd	2004	08e99e63-f3a3-4de3-9326-30e53342aed2	success
2026-06-02T21:09:27Z	eastmoney__income_ytd	2005	4243261e-0d84-404e-bd35-4b051fe9f388	success
2026-06-02T21:09:38Z	eastmoney__income_ytd	2006	0ba17441-a97c-4a44-a76d-3bd2dd5dc437	success
2026-06-02T21:09:49Z	eastmoney__income_ytd	2007	ac893e02-d992-48fe-b5f9-09736692c945	success
2026-06-02T21:10:01Z	eastmoney__income_ytd	2008	c20b5d32-8608-4222-b206-137de9f3d357	success
2026-06-02T21:10:12Z	eastmoney__income_ytd	2009	99b4463c-dec4-47c4-9ecd-dc42b3334e96	success
2026-06-02T21:10:23Z	eastmoney__income_ytd	2010	39d1453c-6d5a-406d-91f9-81ff873bc9bd	success
2026-06-02T21:10:34Z	eastmoney__income_ytd	2011	d3acc0d0-895f-42a0-aae1-2ceedb22d2a0	success
2026-06-02T21:10:46Z	eastmoney__income_ytd	2012	0dcdea74-70ab-4b3a-9e90-5798ebbeb73c	success
2026-06-02T21:10:58Z	eastmoney__income_ytd	2013	b910c9d8-538b-48c9-b989-a831d25aecf4	success
2026-06-02T21:11:09Z	eastmoney__income_ytd	2014	1e2aeff1-b48e-4878-ab94-5a18f517c42b	success
2026-06-02T21:11:20Z	eastmoney__income_ytd	2015	ccae880e-c3bc-42c1-b8e1-3d309d84ee84	success
2026-06-02T21:11:32Z	eastmoney__income_ytd	2016	6ce60d59-7050-4919-a32e-35cce41273eb	success
2026-06-02T21:11:43Z	eastmoney__income_ytd	2017	08517d4b-9272-4e88-a669-35951b3f5149	success
2026-06-02T21:11:54Z	eastmoney__income_ytd	2018	b0c2447c-d90e-4921-a7e6-36597b4ba1ef	success
2026-06-02T21:12:06Z	eastmoney__income_ytd	2019	819d42f6-a752-4531-8fe9-8903378f9ab6	success
2026-06-02T21:12:17Z	eastmoney__income_ytd	2020	4966c2ba-97c6-40d8-8070-e59cb40ba4bc	success
2026-06-02T21:12:28Z	eastmoney__income_ytd	2021	ba057698-c175-4070-b695-e0420d05a8a5	success
2026-06-02T21:12:39Z	eastmoney__income_ytd	2022	0a6332e2-d775-4b6e-857e-ec59653f573a	success
2026-06-02T21:12:51Z	eastmoney__income_ytd	2023	20da68f3-81f9-4c7c-bc2e-88d1c98beb28	success
2026-06-02T21:13:02Z	eastmoney__income_ytd	2024	b0accbf5-d8e2-43f6-84b5-d3a32d6a9360	success
2026-06-02T21:13:13Z	eastmoney__income_ytd	2025	a83b1467-8bdd-424d-b23b-0de8a54823f9	success
2026-06-02T21:13:25Z	eastmoney__income_ytd	2026	3b240e9b-ec13-414a-82ad-67b3c98f7094	success
2026-06-02T21:13:36Z	eastmoney__dividend_main	1990	92062341-af67-4507-90e8-ca564f78e49e	success
2026-06-02T21:13:47Z	eastmoney__dividend_main	1991	90fa89bb-33ac-4b5f-a62c-8dc87e0ae55d	success
2026-06-02T21:13:58Z	eastmoney__dividend_main	1992	ff52dfb4-f711-4cc9-94ee-85f98978c8b4	success
2026-06-02T21:14:08Z	eastmoney__dividend_main	1993	7ccf0bfc-99d8-4dc8-b6b6-242e077bb759	success
2026-06-02T21:14:19Z	eastmoney__dividend_main	1994	ace07500-b52a-4c02-b816-dab8a8089376	success
2026-06-02T21:14:30Z	eastmoney__dividend_main	1995	5bd8310b-a4c1-4066-b1cc-e135d42d051d	success
2026-06-02T21:14:41Z	eastmoney__dividend_main	1996	81157381-bda6-4f56-84f0-003f23ed899d	success
2026-06-02T21:14:52Z	eastmoney__dividend_main	1997	c677ad6a-a532-4dde-b722-c55e4de14438	success
2026-06-02T21:15:03Z	eastmoney__dividend_main	1998	d9bdcd25-8240-4e77-9773-5a24299f8409	success
2026-06-02T21:15:14Z	eastmoney__dividend_main	1999	8a7d7bea-1719-4c1c-87c3-ccb960d250ad	success
2026-06-02T21:15:25Z	eastmoney__dividend_main	2000	31400746-be2a-42f8-9b97-44e1c4746f16	success
2026-06-02T21:15:36Z	eastmoney__dividend_main	2001	2cdf0dca-bc8f-4436-b8e6-02e3a058bb26	success
2026-06-02T21:15:48Z	eastmoney__dividend_main	2002	c5dd1ce1-a67d-4e32-9fe0-05aedada17c2	success
2026-06-02T21:15:59Z	eastmoney__dividend_main	2003	9f52cc7f-062f-4fb5-b217-5b5402b5ccbc	success
2026-06-02T21:16:10Z	eastmoney__dividend_main	2004	2f2f3275-6b7e-4793-986f-483a353a512b	success
2026-06-02T21:16:21Z	eastmoney__dividend_main	2005	24187c07-217d-4dac-afb6-547994053907	success
2026-06-02T21:16:32Z	eastmoney__dividend_main	2006	b3f217b0-4c84-44f4-9cda-8c82c4637942	success
2026-06-02T21:16:43Z	eastmoney__dividend_main	2007	90142c41-b644-4c37-87af-293239361895	success
